College,Major,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024
Moorpark ,Mathematics Skills-170200,0,0,0,0,0,0,2,15,3,0
Moorpark ,"Mathematics, General-170100",29,41,47,48,50,57,74,54,55,68
Moorpark ,"Media and Communications, General-060100",0,0,0,0,0,4,0,0,0,0
Moorpark ,Multimedia-061410,1,1,1,5,4,0,0,4,6,8
Moorpark ,Music-100400,2,5,4,10,8,10,11,13,9,3
Moorpark ,"Nutrition, Foods, and Culinary Arts-130600",0,0,5,3,8,11,11,4,7,4
Moorpark ,Office Technology/Office Computer Applications-051400,0,0,0,0,0,1,0,0,0,0
Moorpark ,Optical Technology-121900,0,0,0,0,0,3,2,0,2,0
Moorpark ,Philosophy-150900,6,13,17,10,13,17,12,8,6,15
Moorpark ,Photography-101100,3,2,12,2,1,7,12,12,5,0
Moorpark ,Physical Education-083500,0,0,0,2,2,0,0,0,0,0
Moorpark ,"Physics, General-190200",22,27,45,49,44,55,69,49,43,46
Moorpark ,Political Science-220700,29,26,45,49,35,50,25,28,23,36
Moorpark ,Preshool Age Children-130540,0,0,0,0,0,0,1,0,0,1
Moorpark ,"Psychology, General-200100",95,121,148,136,162,188,188,188,170,188
Moorpark ,Radio and Television-060400,18,16,23,46,55,30,12,18,40,63
Moorpark ,Radiologic Technology-122500,18,21,22,30,19,17,11,20,16,22
Moorpark ,Registered Nursing-123010,72,73,68,62,70,71,69,67,51,59
Moorpark ,Social Justice Studies-220130,0,0,0,0,0,0,0,2,2,2
Moorpark ,"Social Sciences, General-220100",0,1,1,0,0,0,0,0,0,0
Moorpark ,Sociology-220800,48,65,71,80,87,79,84,68,47,50
Moorpark ,Spanish-110500,5,4,4,7,2,2,1,3,1,1
Moorpark ,Speech Communication-150600,35,67,55,67,63,94,72,65,50,58
Moorpark ,Tax Studies-050210,0,0,0,0,0,7,11,0,0,0
Moorpark ,Technical Theater-100600,7,4,75,69,70,43,23,3,4,8
Moorpark ,Television (including combined TV/Film/Video)-060420,0,6,42,16,40,63,46,37,44,36
Moorpark ,Transfer Studies-490110,0,0,1,"1,252","1,278","1,338","1,412","1,379","1,254","1,424"
Moorpark ,Website Design and Development-061430,0,0,0,0,0,0,1,1,1,1
Moreno Valley ,Accounting-050200,15,11,11,22,12,17,37,27,31,31
Moreno Valley ,Administration of Justice-210500,5,9,14,16,26,45,82,144,216,60
Moreno Valley ,American Studies-220120,1,0,2,3,2,1,1,1,1,0
Moreno Valley ,Anthropology-220200,2,1,1,6,2,2,3,1,1,2
Moreno Valley ,Art-100200,1,4,1,4,10,9,9,14,12,19
Moreno Valley ,Banking and Finance-050400,0,0,0,0,0,0,0,0,1,0
Moreno Valley ,Biological and Physical Sciences (and Mathematics)-490200,101,123,136,264,150,193,201,245,176,205
Moreno Valley ,"Biology, General-040100",0,0,0,1,1,1,1,5,4,4
Moreno Valley ,Business Administration-050500,3,11,24,43,58,59,66,79,78,55
Moreno Valley ,"Business and Commerce, General-050100",10,5,11,6,12,12,6,11,8,11
Moreno Valley ,Business Management-050600,6,7,7,7,18,6,8,9,12,8
Moreno Valley ,Child Development Administration and Management-130580,0,0,0,0,0,0,0,0,0,5
Moreno Valley ,Child Development/Early Care and Education-130500,19,28,46,69,67,72,56,70,95,75
Moreno Valley ,Children with Special Needs-130520,0,0,0,2,0,2,0,0,0,0
Moreno Valley ,Computer Graphics and Digital Imagery-061460,0,0,0,0,0,0,1,0,4,8
Moreno Valley ,Computer Infrastructure and Support-070800,0,0,0,0,0,0,0,2,4,4
Moreno Valley ,Computer Networking-070810,0,0,0,0,0,0,0,2,3,8
Moreno Valley ,Computer Programming-070710,4,7,7,3,7,8,4,7,6,6
Moreno Valley ,Computer Science (Transfer)-070600,0,1,0,0,2,6,9,13,9,11
Moreno Valley ,Computer Support-070820,0,0,0,0,0,0,11,1,2,16
Moreno Valley ,Corrections-210510,29,1,83,22,44,119,95,139,125,112
Moreno Valley ,Customer Service-051800,0,0,0,0,0,0,4,2,1,6
Moreno Valley ,Dental Assistant-124010,22,14,14,22,29,5,55,35,41,38
Moreno Valley ,Dental Hygienist-124020,8,13,13,13,17,1,33,16,17,18
Moreno Valley ,Economics-220400,0,0,0,0,0,0,0,0,0,4
Moreno Valley ,Educational Aide (Teacher Assistant)-080200,0,2,2,4,0,0,3,0,2,2
Moreno Valley ,Emergency Medical Services-125000,22,9,14,235,136,134,80,122,109,113
Moreno Valley ,English as a Second Language - Integrated-493087,0,0,0,0,1,1,0,0,0,0
Moreno Valley ,English-150100,2,2,1,7,10,8,14,13,10,20
Moreno Valley ,"Fine Arts, General-100100",0,0,0,0,0,0,1,1,3,0
Moreno Valley ,Fire Academy-213350,10,25,19,113,149,89,75,110,84,82
Moreno Valley ,Fire Technology-213300,26,25,31,43,32,20,58,56,47,51
Moreno Valley ,Fitness Trainer-083520,0,0,0,0,0,0,0,0,0,1
Moreno Valley ,"Forensics, Evidence, and Investigation-210540",0,0,0,0,0,0,0,0,0,22
Moreno Valley ,Geography-220600,0,0,0,0,0,0,0,0,0,1
Moreno Valley ,History-220500,0,3,6,6,13,6,9,12,9,17
Moreno Valley ,Hospital and Health Care Administration-120200,0,0,0,0,0,0,0,1,2,0
Moreno Valley ,Human Services-210400,27,26,21,36,28,47,70,65,37,39
Moreno Valley ,Humanities and Fine Arts-490310,55,93,108,223,242,256,201,241,144,155
Moreno Valley ,Humanities and Social Sciences-490330,139,187,272,513,478,496,455,576,388,375
Moreno Valley ,Humanities-490300,12,7,16,21,38,30,22,33,22,13
Moreno Valley ,Infants and Toddlers-130590,0,0,1,0,0,0,0,0,0,0
Moreno Valley ,Journalism-060200,0,0,0,0,0,0,0,0,1,0
Moreno Valley ,Kinesiology-127000,0,0,0,0,0,0,4,3,3,10
Moreno Valley ,Legal and Community Interpretation-214000,25,19,38,29,16,16,18,29,12,12
Moreno Valley ,"Liberal Arts and Sciences, General-490100",68,118,123,249,304,276,245,299,183,182
Moreno Valley ,Marketing and Distribution-050900,2,4,0,0,0,1,7,0,4,6
Moreno Valley ,"Mathematics, General-170100",0,10,4,12,4,7,7,13,14,13
Moreno Valley ,Medical Assisting-120800,24,27,43,23,21,28,16,23,8,36
Moreno Valley ,Multimedia-061410,11,2,7,11,9,7,0,0,0,2
Moreno Valley ,Music-100400,2,1,1,0,9,6,3,4,4,1
Moreno Valley ,Office Technology/Office Computer Applications-051400,0,0,0,0,0,0,0,11,0,1
Moreno Valley ,Other Business and Management-059900,0,0,0,0,0,0,18,6,16,18
Moreno Valley ,Other Information Technology-079900,0,0,1,0,0,0,0,0,0,0
Moreno Valley ,Other Public and Protective Services-219900,1,0,214,68,139,81,0,3,0,0
Moreno Valley ,Paramedic-125100,10,8,20,47,30,16,29,43,45,63
Moreno Valley ,Philosophy-150900,0,0,0,0,1,4,3,1,0,1
Moreno Valley ,Physical Education-083500,9,10,15,17,53,32,22,37,23,26
Moreno Valley ,Physicians Assistant-120600,55,12,26,0,0,0,0,0,0,0
Moreno Valley ,Police Academy-210550,60,86,93,86,154,144,39,5,21,130
Moreno Valley ,Political Science-220700,0,2,0,2,4,7,4,4,3,4
Moreno Valley ,Probation and Parole-210520,0,0,0,0,0,0,0,0,0,31
Moreno Valley ,"Psychology, General-200100",1,13,27,22,24,51,52,53,49,55
Moreno Valley ,Real Estate-051100,0,5,3,6,1,4,8,7,4,4
Moreno Valley ,Small Business and Entrepreneurship-050640,0,0,0,0,0,0,0,0,3,1
Moreno Valley ,Sociology-220800,8,7,15,12,18,28,24,43,20,20
Moreno Valley ,Software Applications-070210,0,1,4,6,6,2,3,1,2,1
Moreno Valley ,Spanish-110500,1,5,12,12,9,10,16,15,4,5
Moreno Valley ,Speech Communication-150600,3,5,10,9,8,14,17,11,9,5
Moreno Valley ,Transfer Studies-490110,20,19,2,1,0,0,0,0,0,0
Moreno Valley ,Vocational ESL-493100,0,0,0,0,0,0,0,0,2,0
Moreno Valley ,World Wide Web Administration-070900,5,5,1,2,0,0,2,1,0,1
Mt San Antonio ,Accounting-050200,106,65,103,114,174,187,186,194,187,178
Mt San Antonio ,Administration of Justice-210500,44,54,50,72,96,87,112,108,75,78
Mt San Antonio ,Aeronautical and Aviation Technology-095000,8,2,13,8,13,4,10,12,8,23
Mt San Antonio ,Agricultural Pest Control Adviser and Operator (Licensed)-010310,3,2,2,1,3,0,2,1,1,2
Mt San Antonio ,Agricultural Power Equipment Technology-011600,4,0,1,0,0,0,0,0,0,0
Mt San Antonio ,"Agriculture Technology and Sciences, General-010100",2,1,1,1,3,3,0,3,0,1
Mt San Antonio ,Air Traffic Control-302030,49,31,34,30,41,20,39,29,29,19
Mt San Antonio ,Alcohol and Controlled Substances-210440,103,93,72,65,79,67,57,127,68,120
Mt San Antonio ,Anatomy and Physiology-041000,0,0,0,0,0,10,0,1,3,11
Mt San Antonio ,Animal Science-010200,12,21,27,19,40,33,24,33,33,38
Mt San Antonio ,Animation-061440,29,26,19,53,67,58,43,26,40,61
Mt San Antonio ,Anthropology-220200,0,0,0,0,0,0,1,8,5,5
Mt San Antonio ,Applied Photography-101200,46,21,15,21,40,31,10,32,30,39
Mt San Antonio ,Architecture and Architectural Technology-020100,19,19,67,82,97,51,61,95,76,125
Mt San Antonio ,Art-100200,0,3,16,16,18,34,36,37,37,52
Mt San Antonio ,Athletic Training and Sports Medicine-122800,7,5,9,7,11,17,25,9,3,9
Mt San Antonio ,Aviation Airframe Mechanics-095010,30,28,35,28,26,11,8,10,8,20
Mt San Antonio ,Aviation Powerplant Mechanics-095020,28,31,31,35,25,9,5,7,20,21
Mt San Antonio ,Biological and Physical Sciences (and Mathematics)-490200,84,70,66,92,164,112,108,130,96,92
Mt San Antonio ,"Biology, General-040100",0,0,0,0,0,0,4,2,8,13
Mt San Antonio ,Business Administration-050500,0,0,9,135,248,269,337,281,373,449
Mt San Antonio ,"Business and Commerce, General-050100",157,189,183,161,209,117,117,136,91,135
Mt San Antonio ,Business Management-050600,143,155,187,161,202,145,150,188,158,193
Mt San Antonio ,Certified Nurse Assistant-123030,19,16,0,9,0,88,52,54,73,55
Mt San Antonio ,Child Development Administration and Management-130580,73,115,29,72,72,76,6,3,3,5
Mt San Antonio ,Child Development/Early Care and Education-130500,84,127,65,82,111,106,219,261,231,243
Mt San Antonio ,Children with Special Needs-130520,0,0,0,0,0,2,3,3,0,3
Mt San Antonio ,Civil and Construction Management Technology-095700,0,0,8,3,0,11,13,10,17,28
Mt San Antonio ,Commercial Dance-100810,0,1,2,1,5,0,3,1,2,3
Mt San Antonio ,Community Health Care Worker-126100,0,0,0,0,0,0,51,13,0,0
Mt San Antonio ,Computer Electronics-093410,8,5,13,10,10,12,7,18,17,10
Mt San Antonio ,Computer Graphics and Digital Imagery-061460,6,1,0,0,0,0,1,0,0,0
Mt San Antonio ,Computer Information Systems-070200,0,0,0,0,0,79,6,68,41,41
Mt San Antonio ,Computer Infrastructure and Support-070800,15,12,16,20,24,24,24,36,17,35
Mt San Antonio ,Computer Networking-070810,11,2,9,2,8,11,4,25,13,21
Mt San Antonio ,Computer Programming-070710,72,66,68,62,119,114,83,125,65,68
Mt San Antonio ,Computer Systems Analysis-070730,0,0,0,0,0,0,0,9,6,6
Mt San Antonio ,Construction Inspection-095720,8,2,0,0,0,0,0,0,0,0
Mt San Antonio ,Consumer Services-130110,0,0,1,0,0,0,1,1,0,0
Mt San Antonio ,Corrections-210510,0,2,0,0,0,0,0,0,0,0
Mt San Antonio ,Culinary Arts-130630,20,16,11,13,16,15,3,20,22,26
Mt San Antonio ,Dance-100800,1,3,4,0,5,3,8,4,5,10
Mt San Antonio ,Database Design and Administration-070720,3,7,11,4,11,12,8,16,22,10
Mt San Antonio ,Digital Media-061400,0,0,0,0,0,0,0,0,2,1
Mt San Antonio ,Drafting Technology-095300,55,30,45,34,42,23,32,24,25,7
Mt San Antonio ,Dramatic Arts-100700,2,4,6,9,9,6,20,13,11,15
Mt San Antonio ,Educational Aide (Teacher Assistant)-080200,24,39,24,28,23,21,21,13,7,10
Mt San Antonio ,Electronics and Electric Technology-093400,67,42,36,88,42,48,39,152,138,121
Mt San Antonio ,Elementary Education (Grades 1-8)-493060,36,25,26,19,44,10,26,36,116,0
Mt San Antonio ,Emergency Medical Services-125000,46,0,0,74,0,35,34,69,98,161
Mt San Antonio ,Energy Systems Technology-094610,4,1,2,7,4,8,3,13,6,16
Mt San Antonio ,"Engineering Technology, General (requires Trigonometry)-092400",0,0,0,0,0,2,0,6,25,50
Mt San Antonio ,English as a Second Language - Integrated-493087,"1,026","1,039","1,037","1,366","1,310","1,041",657,890,"1,044","1,176"
Mt San Antonio ,English as a Second Language - Listening and Speaking-493086,0,0,0,0,0,0,0,0,149,112
Mt San Antonio ,English as a Second Language - Writing-493084,0,0,0,0,0,0,0,0,106,70
Mt San Antonio ,English-150100,14,33,26,35,41,37,47,40,35,35
Mt San Antonio ,Environmental Control Technology-094600,40,38,33,38,47,35,30,55,43,37
Mt San Antonio ,Environmental Studies-030200,0,0,3,8,14,8,7,18,11,7
Mt San Antonio ,Environmental Technology-030300,0,0,0,0,0,0,0,0,0,1
Mt San Antonio ,Equine Science-010240,5,12,2,6,10,5,9,10,8,8
Mt San Antonio ,Fashion Design-130310,13,16,17,15,31,55,8,8,53,50
Mt San Antonio ,Fashion Merchandising-130320,19,15,17,33,11,28,19,26,17,33
Mt San Antonio ,"Fine Arts, General-100100",14,19,12,16,13,28,24,21,28,21
Mt San Antonio ,Fire Technology-213300,47,74,86,97,118,82,84,124,100,96
Mt San Antonio ,Fitness Trainer-083520,0,0,0,0,0,0,1,5,4,10
Mt San Antonio ,Floriculture / Floristry-010920,7,0,1,0,0,0,0,2,16,27
Mt San Antonio ,"Foreign Languages, General-110100",0,0,0,14,33,35,68,53,43,35
Mt San Antonio ,General Studies-493000,165,135,157,150,252,198,2,2,106,90
Mt San Antonio ,Geographic Information Systems-220610,0,0,0,0,0,0,0,0,0,4
Mt San Antonio ,Geography-220600,0,2,1,1,0,4,3,3,7,1
Mt San Antonio ,Geology-191400,0,0,0,0,0,0,0,2,1,0
Mt San Antonio ,Graphic Art and Design-103000,29,19,21,11,15,11,20,21,25,17
Mt San Antonio ,"Health Occupations, General-120100",0,0,0,0,0,1,6,8,11,12
Mt San Antonio ,History-220500,24,23,31,24,48,39,55,45,45,34
Mt San Antonio ,Horticulture-010900,20,12,4,4,7,3,5,19,9,8
Mt San Antonio ,Hospitality-130700,57,57,20,28,31,35,37,29,30,16
Mt San Antonio ,Humanities and Fine Arts-490310,7,5,3,2,0,0,0,0,1,0
Mt San Antonio ,Humanities-490300,11,15,12,16,9,8,8,6,6,3
Mt San Antonio ,Infants and Toddlers-130590,4,8,4,0,2,1,0,3,1,1
Mt San Antonio ,"Information Technology, General-070100",104,83,61,79,74,90,49,23,12,22
Mt San Antonio ,Interior Design and Merchandising-130200,12,13,16,19,36,32,36,37,49,48
Mt San Antonio ,International Business and Trade-050800,36,37,38,24,28,29,17,32,18,24
Mt San Antonio ,Journalism-060200,0,15,23,18,27,30,17,19,10,10
Mt San Antonio ,Kinesiology-127000,0,0,0,0,0,32,69,81,60,80
Mt San Antonio ,Labor and Industrial Relations-051600,0,0,0,0,0,0,0,0,2,1
Mt San Antonio ,Laboratory Science Technology-095500,0,0,2,2,2,1,5,4,2,4
Mt San Antonio ,Landscape Design and Maintenance-010910,43,25,20,20,33,11,26,41,35,61
Mt San Antonio ,Language Arts-150200,20,22,19,8,10,6,4,17,35,30
Mt San Antonio ,Logistics and Materials Transportation-051000,0,0,0,0,0,0,12,16,12,35
Mt San Antonio ,Manufacturing and Industrial Technology-095600,18,12,19,9,13,14,4,13,26,28
Mt San Antonio ,Marketing and Distribution-050900,6,3,5,3,5,5,12,9,14,14
Mt San Antonio ,"Mathematics, General-170100",56,73,71,64,104,44,144,88,59,80
Mt San Antonio ,Medical Assisting-120800,0,0,0,0,0,0,36,0,24,110
Mt San Antonio ,Medical Laboratory Technology-120500,25,13,23,17,19,11,26,27,26,23
Mt San Antonio ,Music-100400,4,10,6,10,11,7,9,17,32,19
Mt San Antonio ,Nursery Technology-010930,9,2,2,3,8,1,5,4,4,6
Mt San Antonio ,"Nutrition, Foods, and Culinary Arts-130600",21,16,10,10,15,15,19,25,29,20
Mt San Antonio ,Office Technology/Office Computer Applications-051400,10,9,16,34,75,228,183,233,210,285
Mt San Antonio ,Other Health Occupations-129900,0,0,1,82,0,104,19,35,72,56
Mt San Antonio ,Other Information Technology-079900,11,13,9,5,13,15,4,12,1,24
Mt San Antonio ,Other Media and Communications-069900,0,0,0,0,0,0,9,7,11,6
Mt San Antonio ,Paralegal-140200,53,52,35,25,43,42,63,41,40,60
Mt San Antonio ,Paramedic-125100,40,51,42,10,23,22,2,34,23,39
Mt San Antonio ,Parks and Outdoor Recreation-011510,4,1,1,5,0,3,5,6,3,11
Mt San Antonio ,Pharmacy Technology-122100,0,0,0,0,0,0,0,0,38,51
Mt San Antonio ,Philosophy-150900,0,0,0,6,21,15,19,11,21,19
Mt San Antonio ,Physical Education-083500,321,342,357,426,562,447,439,390,356,385
Mt San Antonio ,Physical Fitness and Body Movement-083510,16,6,18,11,23,15,9,7,1,4
Mt San Antonio ,Piloting-302020,46,41,44,41,75,50,66,57,50,51
Mt San Antonio ,Plant Science-010300,0,0,0,2,1,3,5,9,12,17
Mt San Antonio ,Political Science-220700,22,21,26,42,56,52,31,40,37,39
Mt San Antonio ,Psychiatric Technician-123900,61,31,47,22,111,34,55,32,41,39
Mt San Antonio ,"Psychology, General-200100",199,205,220,233,317,290,387,338,304,320
Mt San Antonio ,Radio and Television-060400,0,0,0,0,2,0,0,0,1,0
Mt San Antonio ,Radio-060410,6,6,5,11,6,9,0,0,12,3
Mt San Antonio ,Radiologic Technology-122500,17,30,32,28,37,38,27,51,43,38
Mt San Antonio ,Real Estate-051100,62,72,59,61,107,87,97,81,91,106
Mt San Antonio ,Registered Nursing-123010,116,104,110,116,105,53,110,112,109,116
Mt San Antonio ,Respiratory Care/Therapy-121000,23,24,21,24,19,13,21,17,24,16
Mt San Antonio ,Restaurant and Food Services and Management-130710,18,21,6,19,13,8,1,5,3,3
Mt San Antonio ,Retail Store Operations and Management-050650,3,7,2,2,2,1,2,1,6,2
Mt San Antonio ,Secondary Education (Grades 9-12) and G.E.D.-493062,82,82,85,88,144,84,97,100,251,0
Mt San Antonio ,Sign Language Interpreting-085010,16,8,12,14,16,49,23,25,19,27
Mt San Antonio ,Small Business and Entrepreneurship-050640,20,32,26,18,32,26,19,36,21,39
Mt San Antonio ,Social Justice Studies-220130,0,0,0,0,0,0,37,41,39,61
Mt San Antonio ,"Social Sciences, General-220100",256,301,218,209,350,367,476,413,306,354
Mt San Antonio ,Sociology-220800,0,0,23,155,222,263,335,242,201,196
Mt San Antonio ,Software Applications-070210,1,1,2,3,1,2,0,1,1,0
Mt San Antonio ,Speech Communication-150600,60,73,80,85,104,97,123,90,84,91
Mt San Antonio ,Tax Studies-050210,0,0,0,0,7,9,5,12,14,19
Mt San Antonio ,Technical Theater-100600,0,0,0,0,1,0,0,0,2,1
Mt San Antonio ,Telecommunications Technology-093430,11,6,2,6,3,4,4,0,0,1
Mt San Antonio ,Television (including combined TV/Film/Video)-060420,9,15,16,21,48,54,34,50,78,57
Mt San Antonio ,The School Age Child-130550,0,0,3,0,0,0,0,1,1,5
Mt San Antonio ,Transfer Studies-490110,3,2,1,1,0,0,0,0,1,0
Mt San Antonio ,Turfgrass Technology-010940,4,8,3,2,5,3,3,5,2,7
Mt San Antonio ,Veterinary Technician (Licensed)-010210,41,38,39,31,45,22,11,15,52,27
Mt San Antonio ,Vocational ESL-493100,0,0,0,0,0,0,44,0,45,40
Mt San Antonio ,Website Design and Development-061430,0,0,0,9,9,7,6,1,0,0
Mt San Antonio ,Welding Technology-095650,10,26,11,15,28,23,16,34,23,47
Mt San Antonio ,World Wide Web Administration-070900,0,0,0,0,0,0,0,0,4,8
Mt. San Jacinto ,Accounting-050200,0,0,0,3,12,18,17,37,25,42
Mt. San Jacinto ,Administration of Justice-210500,67,74,73,98,101,119,147,93,84,95
Mt. San Jacinto ,Administrative Medical Assisting-120820,0,0,0,0,0,0,0,5,7,24
Mt. San Jacinto ,Alcohol and Controlled Substances-210440,11,2,0,1,1,0,0,0,0,0
Mt. San Jacinto ,Animation-061440,0,0,0,0,0,1,0,0,0,0
Mt. San Jacinto ,Anthropology-220200,3,4,11,9,7,9,10,13,8,9
Mt. San Jacinto ,Applied Design-100900,6,6,5,5,6,12,0,0,0,0
Mt. San Jacinto ,Applied Photography-101200,0,0,0,0,0,0,12,4,9,10
Mt. San Jacinto ,Art-100200,15,17,14,19,44,32,39,31,32,38
Mt. San Jacinto ,Automotive Technology-094800,14,18,5,21,13,21,15,11,18,30
Mt. San Jacinto ,Biological and Physical Sciences (and Mathematics)-490200,316,393,414,545,647,665,765,685,619,652
Mt. San Jacinto ,"Biology, General-040100",0,0,0,0,0,0,21,17,28,38
Mt. San Jacinto ,Business Administration-050500,125,143,169,205,226,220,260,259,265,297
Mt. San Jacinto ,Business Management-050600,10,11,15,11,12,13,8,12,9,11
Mt. San Jacinto ,"Chemistry, General-190500",0,0,0,0,0,0,13,8,16,8
Mt. San Jacinto ,Child and Adolescent Development-130510,0,0,0,0,27,64,77,78,66,66
Mt. San Jacinto ,Child Development/Early Care and Education-130500,37,50,51,47,122,110,89,75,37,28
Mt. San Jacinto ,Children with Special Needs-130520,0,5,5,9,6,9,3,8,7,10
Mt. San Jacinto ,Clinical Medical Assisting-120810,0,0,0,0,0,0,0,0,2,5
Mt. San Jacinto ,Commercial Music-100500,47,41,31,45,40,32,9,15,23,9
Mt. San Jacinto ,Computer Information Systems-070200,27,22,20,25,29,15,32,29,25,26
Mt. San Jacinto ,Computer Infrastructure and Support-070800,0,0,0,0,2,1,0,0,0,0
Mt. San Jacinto ,Computer Networking-070810,3,1,3,2,0,0,3,1,4,5
Mt. San Jacinto ,Computer Programming-070710,4,6,6,5,11,7,11,11,9,9
Mt. San Jacinto ,Computer Science (Transfer)-070600,0,4,9,16,11,26,27,34,39,45
Mt. San Jacinto ,Corrections-210510,0,0,0,0,1,0,0,0,0,0
Mt. San Jacinto ,Culinary Arts-130630,0,0,0,0,0,0,0,0,0,9
Mt. San Jacinto ,Dance-100800,6,3,4,4,1,4,5,4,3,6
Mt. San Jacinto ,Diagnostic Medical Sonography-122700,0,6,9,10,8,6,9,5,5,9
Mt. San Jacinto ,Digital Media-061400,0,0,6,7,23,34,17,14,26,20
Mt. San Jacinto ,Drafting Technology-095300,6,4,3,4,11,4,2,6,7,13
Mt. San Jacinto ,Dramatic Arts-100700,3,0,4,6,1,4,4,8,3,7
Mt. San Jacinto ,E-Commerce (Technology emphasis)-070910,0,0,0,0,0,0,2,2,0,4
Mt. San Jacinto ,Economics-220400,0,2,3,11,8,12,21,19,35,67
Mt. San Jacinto ,"Engineering, General (requires Calculus) (Transfer)-090100",0,0,0,0,0,1,0,0,0,0
Mt. San Jacinto ,English-150100,5,12,8,14,17,29,36,38,28,34
Mt. San Jacinto ,Environmental Science-030100,0,0,0,0,0,0,1,0,1,5
Mt. San Jacinto ,Ethnic Studies-220300,0,0,1,0,0,0,0,0,1,0
Mt. San Jacinto ,"Fine Arts, General-100100",0,3,2,1,9,6,7,4,17,7
Mt. San Jacinto ,Fire Academy-213350,0,0,0,0,3,0,0,0,0,0
Mt. San Jacinto ,Fire Technology-213300,10,13,12,13,13,20,11,20,16,15
Mt. San Jacinto ,"Forensics, Evidence, and Investigation-210540",0,0,0,0,0,0,0,0,1,2
Mt. San Jacinto ,Geographic Information Systems-220610,1,2,2,0,1,0,1,0,3,1
Mt. San Jacinto ,Geography-220600,2,1,2,1,1,2,1,0,2,1
Mt. San Jacinto ,Geology-191400,0,0,0,0,0,0,0,0,1,1
Mt. San Jacinto ,Graphic Art and Design-103000,0,0,0,0,0,0,20,22,26,12
Mt. San Jacinto ,"Health Occupations, General-120100",0,0,0,0,0,0,0,6,5,18
Mt. San Jacinto ,History-220500,12,9,21,37,42,30,44,39,40,38
Mt. San Jacinto ,Horticulture-010900,0,0,0,0,0,0,0,5,1,3
Mt. San Jacinto ,Humanities and Social Sciences-490330,252,307,361,415,492,539,510,307,306,274
Mt. San Jacinto ,Humanities-490300,308,321,326,355,454,376,311,160,54,19
Mt. San Jacinto ,Infants and Toddlers-130590,0,0,0,0,5,6,5,10,6,7
